transport_mode,origin_region,destination_region,route_distance_km,planned_duration_hours,elapsed_transit_hours,transit_progress_pct,priority_level,carrier_reliability_score,origin_port_congestion_index,dest_port_congestion_index,weather_severity_index,customs_inspection_risk,seasonal_disruption_factor,disrupted
Ocean,Southeast_Asia,Middle_East,11172.5,406.5,50.0,0.123,High,0.7578,23.4,51.0,0.9,0.3472,0.2042,1
Road,Europe,Europe,150.0,15.2,14.2,0.9342,High,0.8712,21.2,52.5,38.1,0.1869,0.5862,1
Air,South_Asia,Europe,4670.5,41.1,32.2,0.7835,Urgent,0.8453,50.9,59.6,20.4,0.4691,0.9161,1
Road,Europe,Europe,1798.9,31.6,4.5,0.1424,High,0.9311,100.0,20.6,39.9,0.1306,0.8489,1
Air,Middle_East,Europe,8047.0,34.1,3.0,0.088,Standard,0.7953,56.7,6.0,20.0,0.2282,0.3376,1
Air,East_Asia,Middle_East,7318.0,32.4,21.7,0.6698,Standard,0.8072,29.2,100.0,16.3,0.4094,0.0972,1
Rail,East_Asia,East_Asia,1804.3,65.7,10.2,0.1553,Standard,0.6675,38.9,52.0,19.8,0.1407,0.4488,1
Ocean,Europe,Latin_America,6639.8,266.9,188.3,0.7055,Urgent,0.9757,29.8,17.4,86.4,0.6457,0.8984,1
Air,Latin_America,North_America,3529.2,24.1,14.8,0.6141,Standard,0.9369,46.2,19.1,39.5,0.1192,0.8898,1
Ocean,Europe,Europe,13950.9,492.4,288.3,0.5855,High,0.6632,66.0,9.3,7.7,0.1414,0.6767,1
Ocean,Europe,Latin_America,14078.2,508.2,162.0,0.3188,High,0.99,19.0,7.0,30.1,0.3751,0.0718,1
Rail,Europe,Europe,3604.9,93.4,74.5,0.7976,Standard,0.8914,22.7,58.8,4.4,0.0625,0.6487,1
Road,Europe,Europe,878.5,18.0,10.6,0.5889,High,0.99,61.6,20.4,31.4,0.1325,0.2848,1
Ocean,East_Asia,Oceania,8470.6,313.2,302.5,0.9658,Standard,0.8085,24.2,45.2,20.3,0.4592,0.9552,1
Ocean,East_Asia,North_America,15733.6,530.4,66.8,0.1259,Standard,0.9503,24.9,40.1,40.7,0.617,0.8044,1
Ocean,South_Asia,Oceania,5372.5,238.5,209.8,0.8797,Standard,0.7819,70.7,32.3,22.4,0.2308,0.4228,1
Ocean,South_Asia,Oceania,9071.0,362.4,341.9,0.9434,Standard,0.843,34.6,34.2,11.7,0.203,0.5772,1
Road,North_America,Latin_America,1345.6,32.5,27.8,0.8554,High,0.99,66.0,45.9,47.1,0.4658,0.604,1
Ocean,East_Asia,North_America,9878.1,357.8,245.1,0.685,High,0.8144,68.4,16.9,30.6,0.3767,0.8962,1
Road,East_Asia,Latin_America,2049.3,38.9,4.0,0.1028,Standard,0.9438,20.9,49.7,58.4,0.3876,0.5922,1
Ocean,South_Asia,Europe,10884.5,431.2,106.9,0.2479,High,0.7489,61.7,39.1,19.6,0.4676,0.6723,1
Ocean,Southeast_Asia,Middle_East,14541.0,517.8,347.6,0.6713,Urgent,0.9747,25.3,46.5,54.3,0.382,0.1384,1
Road,Europe,Europe,1667.1,35.4,6.2,0.1751,Standard,0.8363,37.5,37.1,33.5,0.1334,0.3191,1
Air,South_Asia,North_America,7369.3,41.8,33.0,0.7895,Standard,0.9891,51.5,77.1,42.2,0.0722,0.1584,1
Road,Europe,Europe,662.8,17.3,5.7,0.3295,High,0.5976,7.8,58.8,61.1,0.1526,0.2123,1
Ocean,East_Asia,Oceania,8361.9,305.7,140.9,0.4609,Urgent,0.99,37.5,17.8,10.6,0.3614,0.2452,0
Rail,Europe,East_Asia,4588.2,113.0,103.1,0.9124,High,0.7285,18.0,42.7,23.9,0.5783,0.3302,1
Ocean,Europe,Latin_America,9745.1,368.4,233.0,0.6325,Urgent,0.8735,51.5,15.6,35.4,0.3965,0.8508,1
Ocean,Southeast_Asia,Oceania,4446.9,175.8,119.8,0.6815,High,0.7001,36.0,17.7,32.1,0.4267,0.664,1
Ocean,South_Asia,North_America,13547.2,483.9,31.4,0.0649,Standard,0.99,24.6,16.0,50.5,0.5316,0.1587,1
Rail,South_Asia,South_Asia,6343.8,144.9,132.9,0.9172,High,0.7285,18.7,25.3,21.9,0.0586,0.6184,1
Air,North_America,Oceania,9105.8,41.9,39.5,0.9427,Standard,0.9216,46.0,25.3,19.9,0.2083,0.4864,1
Air,North_America,Oceania,5613.3,28.2,7.0,0.2482,High,0.99,54.8,24.6,41.0,0.572,0.4087,1
Ocean,South_Asia,Europe,10961.0,397.4,295.7,0.7441,Standard,0.9842,37.6,42.4,47.0,0.2702,0.2515,1
Road,Europe,Europe,1642.3,37.2,19.4,0.5215,Standard,0.9262,38.9,40.9,8.8,0.1749,0.8585,1
Air,North_America,Oceania,5488.7,35.1,7.1,0.2023,Urgent,0.8942,65.7,32.8,4.4,0.349,0.2792,1
Road,North_America,North_America,1410.8,33.8,14.4,0.426,High,0.8647,31.6,8.3,14.0,0.0805,0.7296,0
Air,Southeast_Asia,Latin_America,5846.2,33.4,14.0,0.4192,High,0.99,10.5,34.5,24.9,0.2718,0.9166,1
Ocean,Europe,Oceania,10600.8,387.2,171.5,0.4429,Urgent,0.5767,13.5,22.6,23.4,0.267,0.6965,1
Air,Southeast_Asia,Oceania,8115.2,34.4,3.0,0.0872,Standard,0.9282,52.3,32.7,72.9,0.3394,0.1966,1
Ocean,South_Asia,North_America,12023.5,445.2,304.9,0.6849,Standard,0.8207,2.1,5.1,18.3,0.2613,0.1145,0
Road,North_America,North_America,1342.6,27.1,2.2,0.0812,High,0.8526,56.3,76.9,25.6,0.1377,0.4823,1
Ocean,South_Asia,Latin_America,10682.5,386.2,251.8,0.652,High,0.8497,29.9,53.1,6.8,0.7012,0.4879,1
Ocean,Southeast_Asia,Europe,18342.8,632.7,416.1,0.6577,High,0.9074,43.0,54.6,13.3,0.4504,0.2834,1
Road,North_America,North_America,590.2,20.4,17.6,0.8627,High,0.8883,67.7,31.5,28.3,0.1896,0.1067,1
Ocean,East_Asia,North_America,8815.1,363.2,102.2,0.2814,Standard,0.9128,32.8,23.5,68.5,0.98,0.8275,1
Rail,North_America,East_Asia,500.0,45.7,39.2,0.8578,Standard,0.9101,14.2,33.0,60.4,0.5897,0.9114,1
Air,Latin_America,North_America,7215.6,44.6,5.3,0.1188,High,0.8762,36.5,29.1,19.1,0.3617,0.2036,1
Ocean,East_Asia,Latin_America,15685.3,540.9,105.2,0.1945,Standard,0.8441,35.3,14.0,22.0,0.4643,0.5512,1
Ocean,Europe,Europe,7405.9,275.4,183.5,0.6663,Standard,0.99,22.7,100.0,36.6,0.1758,0.619,1
Ocean,Southeast_Asia,Oceania,8683.5,347.2,127.9,0.3684,High,0.8587,44.9,13.9,34.3,0.3247,0.6242,1
Road,East_Asia,East_Asia,627.2,18.6,6.0,0.3226,Standard,0.8154,22.4,24.4,17.0,0.02,0.7215,0
Air,Southeast_Asia,North_America,8004.3,41.0,25.2,0.6146,High,0.8477,20.7,32.9,68.2,0.3345,0.617,1
Road,East_Asia,North_America,277.4,18.4,4.1,0.2228,Standard,0.6308,20.2,8.3,45.6,0.5779,0.7239,1
Ocean,Europe,North_America,9400.0,361.1,154.9,0.429,Standard,0.9089,53.5,12.7,20.3,0.05,0.6338,1
Ocean,East_Asia,Oceania,11657.0,453.9,443.2,0.9764,Standard,0.5467,77.6,19.7,28.3,0.5201,0.4873,1
Ocean,Europe,Oceania,9127.2,362.4,258.5,0.7133,High,0.7991,16.1,22.9,36.6,0.4667,0.439,1
Ocean,Europe,Europe,8580.6,318.8,237.9,0.7462,High,0.8393,83.6,19.1,14.6,0.2087,0.8406,1
Ocean,East_Asia,Europe,13108.0,460.6,167.7,0.3641,High,0.99,36.7,64.2,29.7,0.3631,0.2619,1
Road,East_Asia,Europe,1643.7,27.5,10.9,0.3964,Urgent,0.8547,13.4,51.0,53.1,0.5785,0.66,1
Air,Southeast_Asia,Middle_East,2706.8,28.1,22.9,0.8149,Urgent,0.7885,50.5,59.7,27.9,0.2605,0.972,1
Rail,South_Asia,South_Asia,3317.1,102.2,76.5,0.7485,High,0.8771,27.3,51.8,51.6,0.2351,0.2534,1
Ocean,East_Asia,North_America,5192.2,241.9,183.9,0.7602,Standard,0.9544,30.1,19.1,7.7,0.4332,0.9699,1
Road,North_America,North_America,877.6,21.0,13.5,0.6429,Standard,0.976,39.3,44.5,47.7,0.0813,0.6977,1
Rail,North_America,Europe,4148.6,126.5,49.4,0.3905,Standard,0.99,23.2,100.0,71.3,0.3502,0.7514,1
Ocean,East_Asia,Oceania,6326.1,284.2,134.6,0.4736,Standard,0.99,38.0,28.5,23.4,0.7277,0.3623,1
Road,Latin_America,Latin_America,772.6,17.9,8.4,0.4693,Standard,0.8544,23.8,36.6,31.7,0.1334,0.505,1
Road,Europe,Europe,1829.4,39.9,22.7,0.5689,High,0.8922,11.8,57.5,14.1,0.04,0.8937,1
Rail,North_America,North_America,3406.5,82.6,9.0,0.109,Standard,0.8176,56.3,87.1,14.4,0.1286,0.6943,1
Ocean,East_Asia,Europe,12436.1,470.6,168.0,0.357,High,0.6972,42.5,68.3,39.1,0.575,0.9699,1
Road,Europe,Europe,1855.7,38.1,36.5,0.958,Standard,0.99,15.2,10.5,12.5,0.1817,0.7843,0
Ocean,East_Asia,Europe,10891.0,409.5,269.6,0.6584,High,0.9312,73.2,12.0,50.3,0.391,0.5252,1
Ocean,East_Asia,Oceania,9063.2,372.0,51.9,0.1395,Standard,0.6496,35.2,37.7,10.1,0.3767,0.658,1
Ocean,East_Asia,Europe,8670.7,310.7,91.8,0.2955,High,0.99,44.2,28.4,6.3,0.6703,0.8562,1
Ocean,South_Asia,Europe,10632.1,392.5,38.9,0.0991,Standard,0.7736,18.5,85.7,41.2,0.3291,0.9014,1
Road,East_Asia,East_Asia,1603.7,33.3,21.2,0.6366,Standard,0.7292,54.7,40.9,39.0,0.0249,0.556,1
Ocean,Europe,Middle_East,13951.7,499.6,94.8,0.1898,High,0.9262,21.7,98.9,14.6,0.2037,0.9322,1
Road,Europe,Europe,825.0,24.4,12.3,0.5041,High,0.7688,41.1,33.3,11.2,0.1602,0.6777,1
Ocean,Europe,Oceania,6399.1,266.5,236.8,0.8886,Standard,0.806,35.7,44.2,37.5,0.5713,0.1787,1
Rail,South_Asia,South_Asia,3781.0,103.4,5.4,0.0522,Urgent,0.7643,16.7,36.1,16.1,0.1615,0.7548,1
Ocean,Europe,Middle_East,9782.1,396.1,200.0,0.5049,Standard,0.7982,13.4,24.8,43.8,0.1398,0.9446,1
Rail,Europe,Europe,3434.6,102.3,33.6,0.3284,Standard,0.8603,6.9,28.1,36.3,0.1787,0.7231,1
Rail,Europe,Europe,3627.9,118.7,114.1,0.9612,Standard,0.9672,21.1,28.8,63.2,0.1778,0.5102,1
Road,Latin_America,Latin_America,883.5,21.5,11.0,0.5116,Urgent,0.9618,43.2,18.2,6.6,0.1509,0.8806,1
Ocean,East_Asia,North_America,10383.8,388.8,22.5,0.0579,High,0.7829,56.3,45.3,36.0,0.341,0.9359,1
Air,Middle_East,North_America,8376.8,31.9,25.0,0.7837,Standard,0.9887,67.8,10.8,11.1,0.108,0.8614,1
Rail,North_America,Europe,701.9,52.1,14.4,0.2764,Standard,0.9508,12.5,43.5,41.4,0.568,0.7985,1
Ocean,Southeast_Asia,Middle_East,9989.1,367.5,346.8,0.9437,Standard,0.8003,32.2,74.0,13.1,0.6029,0.834,1
Ocean,East_Asia,North_America,9263.8,368.1,200.4,0.5444,High,0.8374,36.4,55.1,38.6,0.434,0.6411,1
Ocean,East_Asia,Oceania,7363.5,268.0,225.8,0.8425,High,0.7362,52.0,27.8,17.7,0.1546,0.2687,1
Rail,Europe,Europe,2699.6,99.1,62.2,0.6276,Standard,0.7711,18.8,42.9,32.4,0.082,0.2079,1
Ocean,Europe,Europe,8147.7,298.9,136.7,0.4573,Urgent,0.9041,19.0,10.3,32.9,0.118,0.7877,1
Rail,Europe,Europe,5613.3,128.0,120.7,0.943,High,0.8622,42.8,62.1,51.3,0.1527,0.0803,1
Ocean,East_Asia,Middle_East,14104.0,504.8,164.5,0.3259,Standard,0.8008,28.1,42.1,25.2,0.8195,0.7447,1
Road,Europe,Latin_America,344.3,16.3,9.3,0.5706,Standard,0.9332,31.2,44.2,5.2,0.05,0.7853,1
Air,South_Asia,Middle_East,5799.8,27.2,2.7,0.0993,Standard,0.99,36.9,59.4,6.6,0.2526,0.6315,1
Ocean,East_Asia,North_America,11150.2,444.4,326.8,0.7354,Standard,0.879,56.9,42.0,20.7,0.6623,0.606,1
Rail,East_Asia,East_Asia,2711.6,95.7,21.5,0.2247,Standard,0.9163,27.7,100.0,28.6,0.0885,0.5848,1
Air,North_America,Oceania,2172.9,23.2,16.2,0.6983,Urgent,0.9369,44.3,11.6,10.5,0.4415,0.132,0
Air,Southeast_Asia,North_America,11576.8,50.0,16.0,0.32,High,0.7269,14.1,29.3,32.5,0.5143,0.9403,1
Road,Latin_America,Latin_America,1795.5,39.8,38.2,0.9598,Standard,0.8594,88.7,9.3,30.9,0.0594,0.4572,1
Ocean,Southeast_Asia,Latin_America,14985.1,512.1,437.6,0.8545,High,0.8924,23.3,51.2,8.9,0.3821,0.4652,1
Ocean,Southeast_Asia,Europe,14745.3,513.7,89.3,0.1738,Standard,0.702,20.8,15.6,24.9,0.2557,0.6772,1
Road,Latin_America,Latin_America,690.7,14.5,3.3,0.2276,Standard,0.7633,56.1,60.2,11.7,0.0647,0.7847,1
Air,North_America,Latin_America,5974.5,41.0,36.7,0.8951,Standard,0.6921,30.3,32.3,7.9,0.3485,0.8631,1
Ocean,South_Asia,Europe,11811.0,407.7,224.9,0.5516,High,0.9618,42.2,41.6,3.9,0.7464,0.4259,1
Rail,North_America,North_America,4276.0,117.4,13.7,0.1167,High,0.99,21.6,37.8,20.0,0.1107,0.2779,0
Road,Europe,Europe,1000.0,20.7,2.2,0.1063,Standard,0.7409,28.3,45.5,27.3,0.1286,0.3131,1
Rail,Europe,Europe,2349.5,68.8,59.2,0.8605,Urgent,0.8342,51.6,35.2,43.3,0.142,0.8045,1
Ocean,Europe,Middle_East,3500.0,193.5,10.5,0.0543,Standard,0.794,40.3,7.0,22.9,0.731,0.0946,1
Ocean,Europe,Europe,7731.7,282.6,201.6,0.7134,Standard,0.7988,13.5,29.9,7.1,0.1795,0.4822,1
Road,Latin_America,Latin_America,1994.1,36.5,5.9,0.1616,Standard,0.9053,22.3,12.0,45.6,0.1343,0.5811,1
Ocean,South_Asia,Europe,8153.5,312.7,275.1,0.8798,Standard,0.8713,23.0,48.1,11.1,0.7931,0.7096,1
Ocean,Europe,Middle_East,14139.9,491.5,305.0,0.6205,Standard,0.7202,18.3,78.0,26.1,0.5855,0.6295,1
Road,North_America,North_America,286.0,19.7,11.0,0.5584,Standard,0.8599,7.7,32.7,46.1,0.2167,0.2122,1
Ocean,East_Asia,Middle_East,10088.5,364.8,344.4,0.9441,Urgent,0.6843,23.4,18.2,33.9,0.4187,0.1309,1
Road,North_America,Europe,652.3,16.8,14.3,0.8512,Standard,0.9279,46.7,74.2,12.8,0.2733,0.7785,1
Rail,Europe,Europe,3885.6,103.7,59.9,0.5776,High,0.8509,39.1,71.8,31.8,0.0966,0.8965,1
Road,East_Asia,North_America,1556.2,34.9,32.3,0.9255,Standard,0.882,100.0,63.6,15.9,0.366,0.1022,1
Air,Europe,East_Asia,5382.9,28.4,4.1,0.1444,Urgent,0.9763,38.0,12.7,77.4,0.796,0.1738,1
Ocean,South_Asia,North_America,12970.9,499.1,57.8,0.1158,High,0.99,60.1,21.2,37.1,0.05,0.2745,1
Ocean,East_Asia,Middle_East,15165.5,541.8,226.7,0.4184,Standard,0.9757,38.3,16.3,25.3,0.7597,0.917,1
Ocean,South_Asia,Middle_East,9436.3,356.2,292.9,0.8223,Urgent,0.9144,80.6,22.1,11.2,0.3583,0.4733,1
Rail,South_Asia,South_Asia,1036.7,52.8,9.0,0.1705,High,0.7472,15.2,3.7,31.8,0.123,0.0714,0
Road,North_America,North_America,150.0,16.2,3.1,0.1914,Standard,0.6914,73.3,33.2,45.4,0.1951,0.2466,1
Ocean,Europe,Middle_East,9753.8,389.9,351.8,0.9023,Standard,0.9582,44.7,44.4,31.1,0.3141,0.5652,1
Road,East_Asia,East_Asia,2738.1,49.0,7.7,0.1571,Standard,0.7567,34.3,36.7,12.8,0.1688,0.72,1
Ocean,Europe,Oceania,10370.9,398.5,347.6,0.8723,Standard,0.9507,50.8,6.9,30.8,0.4723,0.9078,1
Road,Europe,North_America,1246.7,33.8,16.7,0.4941,High,0.9451,59.7,27.1,24.6,0.6131,0.0742,1
Ocean,East_Asia,Europe,6510.2,270.4,13.7,0.0507,Standard,0.913,13.1,48.4,23.2,0.4384,0.1293,1
Ocean,Europe,Oceania,14590.7,550.4,518.1,0.9413,Standard,0.6917,37.6,20.8,30.6,0.6869,0.8489,1
Ocean,South_Asia,Oceania,12577.1,437.1,326.7,0.7474,Standard,0.8231,62.6,16.7,18.0,0.5349,0.5826,1
Ocean,Southeast_Asia,Latin_America,7739.4,310.7,27.6,0.0888,Standard,0.7623,30.1,16.3,24.5,0.4688,0.2606,1
Ocean,Europe,Middle_East,14866.6,554.1,127.2,0.2296,High,0.933,27.0,48.4,25.1,0.4913,0.3883,1
Road,Latin_America,Latin_America,1707.9,37.7,31.7,0.8408,Standard,0.9786,95.7,49.2,33.7,0.02,0.1586,1
Ocean,Southeast_Asia,Latin_America,12096.2,459.3,149.3,0.3251,Standard,0.9504,26.8,41.5,63.0,0.5224,0.9074,1
Road,North_America,North_America,261.9,9.7,8.1,0.8351,Standard,0.6987,41.4,19.9,53.9,0.1528,0.1586,1
Air,Middle_East,East_Asia,4829.5,39.1,9.0,0.2302,Standard,0.856,34.6,29.5,33.8,0.4181,0.599,1
Road,North_America,North_America,1404.8,28.7,7.6,0.2648,Standard,0.8402,5.2,53.7,31.4,0.2285,0.281,1
Rail,East_Asia,East_Asia,2693.8,86.6,10.7,0.1236,Standard,0.99,61.9,70.3,70.5,0.1327,0.6101,1
Road,East_Asia,Europe,1115.4,27.2,6.9,0.2537,Standard,0.8003,28.5,10.5,36.2,0.0642,0.6502,1
Rail,North_America,North_America,2760.0,68.0,59.9,0.8809,Standard,0.8577,37.1,40.8,21.4,0.0941,0.6604,1
Air,East_Asia,Middle_East,7572.3,39.2,8.2,0.2092,Standard,0.8128,24.6,25.6,18.6,0.5642,0.0728,1
Road,East_Asia,East_Asia,1421.7,35.6,20.7,0.5815,Standard,0.7573,22.2,62.6,44.7,0.02,0.8504,1
Rail,North_America,East_Asia,5833.1,132.5,93.3,0.7042,Standard,0.6945,18.7,14.9,15.2,0.3688,0.2434,1
Road,East_Asia,East_Asia,1231.4,31.5,5.5,0.1746,High,0.99,69.0,32.6,18.5,0.0584,0.7057,1
Rail,East_Asia,East_Asia,5162.1,133.0,75.3,0.5662,High,0.99,40.0,58.5,6.2,0.1176,0.9438,1
Rail,North_America,East_Asia,4347.2,101.4,81.9,0.8077,High,0.8147,84.8,29.0,20.3,0.0768,0.1051,1
Road,North_America,Europe,776.3,21.1,19.0,0.9005,High,0.721,37.9,20.6,25.5,0.5556,0.6108,1
Air,North_America,Oceania,2427.3,16.8,15.5,0.9226,High,0.99,48.1,26.7,26.6,0.2228,0.21,1
Rail,East_Asia,East_Asia,5872.1,139.3,30.1,0.2161,High,0.8928,55.6,8.1,8.1,0.1151,0.5191,1
Road,East_Asia,East_Asia,1103.5,21.3,8.9,0.4178,Standard,0.8375,25.0,29.5,34.7,0.02,0.8131,1
Air,Europe,North_America,7831.2,36.0,32.0,0.8889,Standard,0.5214,80.2,35.8,12.0,0.8346,0.4,1
Road,Latin_America,North_America,1737.0,39.6,12.8,0.3232,Standard,0.6904,25.7,42.9,13.3,0.1021,0.1952,1
Ocean,Southeast_Asia,Middle_East,8886.9,368.4,322.4,0.8751,Standard,0.8596,96.7,28.4,32.1,0.5543,0.8603,1
Air,Middle_East,North_America,5956.1,21.8,8.8,0.4037,Standard,0.7835,51.8,51.9,25.5,0.2703,0.264,1
Air,Europe,North_America,3558.8,40.7,34.9,0.8575,Standard,0.7151,35.6,44.8,15.7,0.5449,0.7656,1
Ocean,Southeast_Asia,Middle_East,13355.1,473.7,223.7,0.4722,Urgent,0.9089,40.0,46.5,21.6,0.5366,0.3143,1
Ocean,East_Asia,Middle_East,17896.3,630.9,143.4,0.2273,Standard,0.8092,31.9,46.2,10.3,0.6024,0.856,1
Air,North_America,Europe,3354.9,31.6,12.5,0.3956,Standard,0.99,15.1,20.0,24.6,0.4382,0.7824,1
Ocean,Southeast_Asia,Europe,16373.5,598.7,83.8,0.14,Standard,0.94,70.6,64.3,12.2,0.3876,0.0734,1
Rail,North_America,North_America,2435.4,88.2,31.8,0.3605,Standard,0.7628,56.0,65.7,5.1,0.1161,0.8393,1
Air,Europe,North_America,6557.3,28.6,25.6,0.8951,Standard,0.8631,31.1,29.4,14.0,0.2982,0.6683,1
Air,South_Asia,Latin_America,5401.3,29.2,4.0,0.137,Standard,0.9619,48.9,16.7,7.4,0.4876,0.7371,1
Rail,Europe,North_America,4730.7,126.4,56.5,0.447,Standard,0.99,89.5,8.7,15.1,0.2303,0.1158,1
Rail,East_Asia,East_Asia,5254.8,153.1,46.4,0.3031,Standard,0.8466,13.3,55.6,6.5,0.0788,0.8278,1
Air,Southeast_Asia,East_Asia,4337.9,33.3,11.6,0.3483,Standard,0.8007,61.5,67.2,18.1,0.1884,0.4658,1
Ocean,South_Asia,Oceania,15009.0,565.0,446.6,0.7904,Standard,0.8621,41.3,9.6,13.2,0.05,0.945,1
Road,Europe,Europe,1494.3,33.1,27.8,0.8399,Standard,0.8896,64.6,21.7,22.9,0.1767,0.8014,1
Ocean,Southeast_Asia,Oceania,9047.8,328.2,104.8,0.3193,Standard,0.9531,26.4,12.0,27.5,0.3066,0.5626,1
Rail,North_America,North_America,4975.9,139.0,86.0,0.6187,Standard,0.6639,23.7,21.9,48.1,0.1666,0.2559,1
Rail,North_America,North_America,4655.2,129.9,62.8,0.4834,High,0.9667,39.3,23.6,81.2,0.1517,0.0569,1
Air,Southeast_Asia,North_America,8650.3,42.5,26.6,0.6259,Standard,0.7022,26.5,30.4,7.7,0.322,0.1538,1
Road,East_Asia,East_Asia,442.7,16.9,15.0,0.8876,Standard,0.99,10.0,32.1,11.6,0.1753,0.0852,0
Ocean,South_Asia,Oceania,12743.1,455.1,144.6,0.3177,Standard,0.99,36.2,34.5,18.7,0.5681,0.1819,1
Rail,North_America,North_America,3123.3,80.3,57.8,0.7198,Urgent,0.921,51.1,39.7,48.6,0.1462,0.5993,1
Rail,North_America,North_America,4034.8,128.4,104.0,0.81,Standard,0.6757,27.5,76.7,21.0,0.2221,0.9184,1
Rail,East_Asia,East_Asia,1339.0,41.3,4.5,0.109,Standard,0.7418,17.2,7.5,45.1,0.1706,0.7019,1
Ocean,South_Asia,Oceania,12872.9,492.9,266.8,0.5413,Standard,0.8264,31.5,24.3,54.4,0.2384,0.2586,1
Air,Europe,East_Asia,9728.8,28.0,1.9,0.0679,High,0.8306,16.5,31.5,36.3,0.5101,0.8887,1
Ocean,South_Asia,Latin_America,18448.2,639.5,151.0,0.2361,High,0.8533,48.3,100.0,35.0,0.3118,0.3228,1
Rail,Europe,East_Asia,4464.5,124.3,21.5,0.173,Urgent,0.7436,63.7,16.4,23.7,0.7116,0.3637,1
Road,Europe,Europe,935.4,27.6,1.5,0.0543,Urgent,0.9015,8.4,14.1,35.0,0.1856,0.4649,1
Road,North_America,North_America,380.8,11.3,0.7,0.0619,Standard,0.986,15.7,41.0,16.4,0.0859,0.5674,1
Ocean,East_Asia,North_America,13214.8,504.7,452.8,0.8972,Standard,0.6358,46.6,15.5,6.0,0.5342,0.867,1
Road,East_Asia,North_America,2015.4,39.2,11.9,0.3036,High,0.9205,35.5,21.3,18.7,0.7143,0.6575,1
Road,North_America,North_America,622.5,21.1,17.4,0.8246,Standard,0.9266,30.5,60.5,30.0,0.1069,0.271,1
Ocean,Europe,North_America,10172.5,411.6,156.5,0.3802,Urgent,0.8923,10.6,32.5,9.2,0.5718,0.6374,1
Air,South_Asia,Latin_America,6318.3,41.5,9.9,0.2386,Standard,0.8241,38.6,95.3,7.3,0.4835,0.9297,1
Road,East_Asia,East_Asia,1256.1,33.0,3.1,0.0939,Standard,0.99,34.3,25.2,10.0,0.2209,0.6119,1
Rail,Europe,Europe,3404.5,109.9,83.3,0.758,High,0.99,35.3,23.0,25.0,0.1394,0.5295,1
Road,East_Asia,East_Asia,864.8,24.3,15.8,0.6502,Standard,0.9676,51.3,12.4,15.9,0.1323,0.1371,0
Ocean,East_Asia,Middle_East,8774.1,348.6,158.6,0.455,Standard,0.8068,53.7,49.7,40.6,0.6437,0.1596,1
Road,Latin_America,Latin_America,371.8,19.3,6.6,0.342,High,0.8072,26.3,22.5,35.6,0.0958,0.5661,1
Ocean,East_Asia,North_America,7944.1,319.1,278.4,0.8725,Standard,0.8145,72.7,77.3,64.8,0.6925,0.6011,1
Ocean,South_Asia,Latin_America,8766.4,368.9,320.8,0.8696,High,0.99,28.1,23.0,51.2,0.4072,0.8086,1
Air,South_Asia,Oceania,5505.3,22.4,5.6,0.25,Standard,0.7305,48.3,16.7,17.5,0.2875,0.2743,1
Air,East_Asia,Oceania,5736.6,38.2,33.5,0.877,Standard,0.8217,30.3,39.9,24.6,0.05,0.9346,1
Road,North_America,North_America,893.3,23.2,6.8,0.2931,Standard,0.8085,24.9,46.1,17.7,0.1902,0.3065,1
Ocean,South_Asia,Europe,10309.5,383.4,151.3,0.3946,High,0.7949,35.4,99.5,29.3,0.6445,0.5501,1
Road,Europe,Europe,949.9,18.8,6.7,0.3564,Standard,0.7461,39.6,57.6,31.4,0.1162,0.6914,1
Rail,East_Asia,East_Asia,2541.3,86.8,20.5,0.2362,High,0.8263,51.6,37.2,23.2,0.0942,0.3369,1
Ocean,South_Asia,Middle_East,10594.8,403.3,178.4,0.4424,High,0.9477,27.3,90.5,22.9,0.4829,0.9071,1
Road,North_America,North_America,1636.9,29.3,26.0,0.8874,High,0.9679,16.7,78.0,14.8,0.0412,0.8462,1
Ocean,South_Asia,Europe,11808.1,454.7,248.4,0.5463,Standard,0.9609,38.9,16.4,45.8,0.5025,0.8253,1
Ocean,Europe,Middle_East,6775.7,278.3,249.9,0.898,Standard,0.6866,41.4,10.8,4.5,0.6447,0.68,1
Ocean,Europe,Oceania,8283.5,299.1,53.0,0.1772,High,0.9233,85.5,39.6,5.1,0.6153,0.9638,1
Road,East_Asia,East_Asia,434.2,22.2,3.8,0.1712,Standard,0.8264,16.6,38.4,10.6,0.1549,0.5719,1
Ocean,Europe,Oceania,5125.0,240.2,36.4,0.1515,Urgent,0.7829,29.3,50.6,4.1,0.366,0.366,1
Rail,Europe,Europe,3899.0,96.6,37.9,0.3923,Standard,0.832,49.7,49.3,47.3,0.0656,0.3598,1
Air,Europe,Oceania,1639.5,33.3,10.1,0.3033,Urgent,0.7215,21.9,28.8,21.8,0.4759,0.519,1
Air,North_America,Middle_East,6041.3,33.1,20.3,0.6133,Standard,0.6423,42.6,19.3,22.7,0.4766,0.845,1
Rail,Europe,Europe,2291.4,59.2,7.9,0.1334,High,0.9639,37.5,44.9,51.4,0.02,0.6568,1
Road,Latin_America,Europe,821.6,26.3,20.8,0.7909,High,0.8574,42.7,10.3,29.4,0.5055,0.2644,0
Ocean,Europe,Oceania,11966.3,442.5,432.6,0.9776,High,0.8958,9.0,66.4,41.7,0.4957,0.6001,1
Ocean,Europe,North_America,17049.6,577.2,531.9,0.9215,Standard,0.8098,37.5,51.8,20.9,0.1978,0.7977,1
