transport_mode,origin_region,destination_region,route_distance_km,planned_duration_hours,elapsed_transit_hours,transit_progress_pct,priority_level,carrier_reliability_score,origin_port_congestion_index,dest_port_congestion_index,weather_severity_index,customs_inspection_risk,seasonal_disruption_factor,disrupted,split
Rail,North_America,North_America,2452.6,64.1,33.2,0.5179,High,0.8056,36.3,8.2,19.3,0.0907,0.5288,1,validation
Ocean,Europe,Latin_America,11263.2,394.8,68.1,0.1725,High,0.7799,25.9,24.3,7.7,0.3261,0.5711,1,validation
Air,Latin_America,North_America,10129.7,43.0,37.0,0.8605,Urgent,0.9415,43.5,38.7,5.1,0.6107,0.2356,1,validation
Road,North_America,North_America,1132.6,27.4,26.6,0.9708,High,0.9326,19.8,22.7,15.9,0.0448,0.6016,0,validation
Ocean,Southeast_Asia,Middle_East,7928.6,294.2,128.0,0.4351,Urgent,0.7808,32.1,76.7,37.1,0.5763,0.4929,1,validation
Rail,East_Asia,East_Asia,5284.2,133.5,82.8,0.6202,High,0.684,30.9,18.8,24.0,0.1535,0.1571,1,validation
Road,East_Asia,North_America,826.7,23.2,15.1,0.6509,Standard,0.9235,37.6,36.4,40.1,0.5572,0.2776,1,validation
Road,East_Asia,Latin_America,1534.0,26.4,2.3,0.0871,High,0.7817,7.7,22.7,19.8,0.1346,0.7104,1,validation
Ocean,South_Asia,Middle_East,7314.2,295.2,279.0,0.9451,High,0.9308,17.2,77.5,19.6,0.6133,0.4647,1,validation
Road,North_America,North_America,1181.5,22.3,16.7,0.7489,Standard,0.9014,61.5,76.8,37.8,0.2101,0.0884,1,validation
Road,Latin_America,Latin_America,2103.5,40.7,30.8,0.7568,Standard,0.6837,35.1,72.8,39.5,0.0201,0.1322,1,validation
Ocean,South_Asia,Latin_America,11747.4,426.7,390.4,0.9149,High,0.9469,36.0,67.1,27.5,0.276,0.2754,1,validation
Road,Latin_America,Latin_America,982.0,19.1,16.5,0.8639,Urgent,0.8326,23.7,63.2,51.9,0.0511,0.2827,1,validation
Air,Middle_East,Latin_America,8071.3,28.6,1.5,0.0524,High,0.99,29.7,29.2,9.1,0.6574,0.6865,1,validation
Ocean,East_Asia,Latin_America,9365.5,370.7,242.7,0.6547,Standard,0.7885,14.9,11.5,81.5,0.5128,0.9004,1,validation
Ocean,Europe,Oceania,14090.3,489.2,220.1,0.4499,Standard,0.7972,21.7,26.6,33.2,0.4802,0.7358,1,validation
Air,Latin_America,Europe,6018.2,35.4,7.7,0.2175,Standard,0.99,14.3,5.1,33.7,0.5418,0.5581,1,validation
Air,Europe,East_Asia,7161.8,45.3,31.6,0.6976,High,0.719,21.4,69.0,14.1,0.5905,0.5304,1,validation
Road,East_Asia,East_Asia,898.6,18.8,5.3,0.2819,Standard,0.8166,54.2,14.9,12.0,0.2691,0.5806,1,validation
Rail,North_America,Europe,3029.9,85.0,28.1,0.3306,High,0.6979,17.6,32.0,8.6,0.4086,0.6689,1,validation
Road,Europe,Europe,1793.9,34.2,6.5,0.1901,Standard,0.8727,26.6,14.5,12.3,0.0222,0.7371,0,validation
Road,North_America,North_America,1774.6,30.5,23.8,0.7803,Standard,0.99,28.5,58.6,44.0,0.0855,0.7891,1,validation
Air,Southeast_Asia,East_Asia,8080.3,30.6,12.8,0.4183,Standard,0.8638,57.7,45.9,83.4,0.4391,0.525,1,validation
Rail,East_Asia,East_Asia,709.2,29.7,23.6,0.7946,Standard,0.5853,26.1,19.0,8.6,0.1479,0.3204,0,validation
Rail,South_Asia,South_Asia,5380.4,130.8,41.2,0.315,Standard,0.6356,28.7,12.7,22.4,0.1994,0.5928,1,validation
Ocean,South_Asia,North_America,11203.1,423.1,378.4,0.8944,Standard,0.9119,35.8,46.5,7.2,0.1388,0.3959,0,validation
Air,Europe,Oceania,6331.3,32.7,6.2,0.1896,High,0.6439,23.9,100.0,48.1,0.2842,0.5329,1,validation
Road,Europe,North_America,1255.8,28.3,22.2,0.7845,High,0.9391,60.9,41.3,21.9,0.531,0.27,1,validation
Rail,Europe,Europe,6903.2,159.4,107.8,0.6763,Standard,0.99,6.0,5.2,25.4,0.0657,0.7251,0,validation
Air,Europe,North_America,7163.1,43.8,10.9,0.2489,Standard,0.99,13.4,15.0,15.6,0.5607,0.8227,1,validation
Air,North_America,Oceania,7301.0,38.7,33.1,0.8553,High,0.8146,60.5,23.0,18.0,0.122,0.1975,1,validation
Road,Europe,Europe,1965.2,37.2,3.6,0.0968,Standard,0.9889,62.0,65.2,42.3,0.1904,0.4698,1,validation
Ocean,South_Asia,North_America,15846.8,532.9,229.3,0.4303,Standard,0.9698,25.4,57.3,3.8,0.1097,0.2414,1,validation
Ocean,South_Asia,Oceania,15591.1,539.6,486.0,0.9007,High,0.8118,18.3,25.5,7.9,0.5004,0.6691,1,validation
Road,North_America,Europe,2383.0,49.9,24.7,0.495,Standard,0.9417,45.3,23.8,22.7,0.4106,0.8201,1,validation
Air,Latin_America,Europe,4350.2,29.0,18.8,0.6483,High,0.8342,17.9,77.4,31.1,0.3506,0.7774,1,validation
Ocean,Southeast_Asia,Oceania,9190.7,364.1,238.0,0.6537,High,0.8556,44.7,100.0,8.2,0.6052,0.4409,1,validation
Ocean,South_Asia,Latin_America,9243.9,333.5,130.7,0.3919,High,0.99,38.6,44.9,17.5,0.362,0.4688,1,validation
Air,Southeast_Asia,Oceania,6210.5,42.3,34.5,0.8156,Standard,0.9133,22.3,36.6,79.3,0.4113,0.8693,1,validation
Air,Latin_America,Middle_East,10392.9,49.0,12.0,0.2449,Urgent,0.7999,41.8,8.0,5.5,0.5204,0.6468,1,validation
Ocean,Southeast_Asia,Europe,8839.6,370.7,241.1,0.6504,Standard,0.7004,40.1,19.8,30.9,0.6882,0.1098,1,validation
Air,Europe,Latin_America,7414.7,39.5,5.8,0.1468,Standard,0.6751,15.7,44.0,17.3,0.2021,0.2422,1,validation
Road,North_America,North_America,835.4,17.9,11.5,0.6425,High,0.99,17.8,16.0,22.3,0.1029,0.8311,0,validation
Ocean,South_Asia,North_America,8053.4,316.6,293.5,0.927,Standard,0.6559,19.5,36.7,57.5,0.5637,0.7758,1,validation
Ocean,South_Asia,Latin_America,10519.2,384.3,234.5,0.6102,Standard,0.5578,13.7,28.6,39.5,0.5988,0.3451,1,validation
Ocean,Southeast_Asia,Europe,12884.7,457.9,32.2,0.0703,Standard,0.8084,80.2,33.1,43.2,0.2565,0.7073,1,validation
Ocean,Southeast_Asia,Middle_East,6789.7,287.8,91.7,0.3186,Standard,0.9272,65.5,51.7,17.1,0.4188,0.8958,1,validation
Rail,South_Asia,South_Asia,4953.9,121.8,18.2,0.1494,Standard,0.8549,55.2,4.4,13.6,0.1696,0.8992,1,validation
Ocean,Southeast_Asia,Europe,12269.1,462.2,213.3,0.4615,High,0.8793,29.2,28.9,16.8,0.1026,0.5373,1,validation
Ocean,East_Asia,North_America,4211.0,178.9,115.5,0.6456,Standard,0.7983,50.7,30.9,17.2,0.4568,0.7264,1,validation
Air,Southeast_Asia,Latin_America,5582.7,35.1,23.6,0.6724,Urgent,0.8351,12.9,18.5,9.6,0.2414,0.2914,0,validation
Air,East_Asia,North_America,6768.2,30.8,16.4,0.5325,Standard,0.6684,29.2,38.5,34.2,0.3775,0.8198,1,validation
Ocean,Southeast_Asia,Europe,10684.0,426.2,93.1,0.2184,Standard,0.6247,23.7,25.6,28.3,0.2474,0.2875,1,validation
Ocean,Europe,Oceania,11595.0,416.3,248.1,0.596,Standard,0.6668,7.9,40.7,22.0,0.4819,0.4094,1,validation
Ocean,Europe,North_America,9184.4,332.9,132.3,0.3974,Standard,0.7731,36.5,27.3,23.6,0.054,0.3696,1,validation
Air,Southeast_Asia,Middle_East,10310.2,44.9,35.5,0.7906,Standard,0.9817,35.4,45.6,50.7,0.4058,0.15,1,validation
Ocean,East_Asia,Europe,8811.8,361.7,200.6,0.5546,Standard,0.7012,72.1,18.4,33.5,0.0885,0.2142,1,validation
Ocean,South_Asia,Europe,4066.4,189.8,166.2,0.8757,High,0.9121,37.4,24.1,42.8,0.3075,0.404,1,validation
Ocean,Southeast_Asia,North_America,3500.0,167.1,76.9,0.4602,Standard,0.6664,32.8,35.5,19.9,0.5689,0.2148,1,validation
Road,Europe,Europe,343.9,20.8,7.4,0.3558,Standard,0.7722,64.5,22.3,14.8,0.1123,0.1047,1,validation
Ocean,Europe,Middle_East,7017.9,291.9,71.2,0.2439,High,0.99,46.8,28.3,20.2,0.05,0.4102,1,validation
Air,Southeast_Asia,Europe,5447.8,29.7,9.4,0.3165,High,0.8267,50.5,52.8,8.5,0.4477,0.9172,1,validation
Road,North_America,North_America,1402.2,32.0,7.1,0.2219,Urgent,0.743,21.4,45.1,14.9,0.178,0.1015,1,validation
Road,East_Asia,East_Asia,2227.0,39.3,37.2,0.9466,Standard,0.9599,18.8,31.1,25.9,0.1382,0.3832,0,validation
Ocean,South_Asia,Latin_America,15349.9,532.0,409.5,0.7697,Standard,0.8663,13.9,11.1,67.6,0.3034,0.2294,1,validation
Ocean,South_Asia,Latin_America,10335.8,381.2,243.0,0.6375,Urgent,0.5992,14.0,55.5,13.5,0.6293,0.4308,1,validation
Air,South_Asia,Europe,3979.3,39.8,15.5,0.3894,Standard,0.7733,43.2,50.7,21.8,0.5738,0.3851,1,validation
Ocean,Europe,Middle_East,11197.6,424.1,210.2,0.4956,Urgent,0.99,33.2,20.6,45.3,0.3139,0.1991,1,validation
Rail,North_America,North_America,500.0,43.1,12.5,0.29,High,0.9516,43.5,50.7,13.3,0.1499,0.7509,1,validation
Ocean,South_Asia,Europe,14096.5,504.3,387.4,0.7682,High,0.8317,32.0,26.4,25.0,0.576,0.1686,1,validation
Road,Europe,Europe,2016.5,35.9,25.3,0.7047,Standard,0.99,16.2,35.4,4.0,0.0883,0.6455,0,validation
Ocean,East_Asia,Middle_East,11228.8,422.9,280.6,0.6635,Standard,0.7626,29.1,87.7,19.7,0.4607,0.3552,1,validation
Ocean,South_Asia,North_America,18227.3,625.9,399.0,0.6375,Standard,0.99,51.1,26.8,19.2,0.1525,0.7291,1,validation
Ocean,East_Asia,Latin_America,9748.6,345.7,290.8,0.8412,Standard,0.793,24.6,44.4,54.2,0.2807,0.668,1,validation
Air,South_Asia,North_America,11148.7,32.1,22.1,0.6885,High,0.7596,37.7,70.5,28.7,0.377,0.1363,1,validation
Road,East_Asia,East_Asia,1740.9,32.4,24.6,0.7593,Standard,0.6654,20.4,32.6,31.9,0.1417,0.8816,1,validation
Rail,South_Asia,South_Asia,3248.9,87.7,66.3,0.756,High,0.7112,47.2,54.2,39.6,0.1807,0.9155,1,validation
Air,South_Asia,Europe,6762.9,24.3,19.5,0.8025,Standard,0.99,10.5,19.8,46.0,0.4448,0.3068,1,validation
Road,North_America,North_America,368.0,10.6,2.4,0.2264,Standard,0.7525,22.5,12.5,36.1,0.0724,0.0887,1,validation
Ocean,Europe,Europe,8997.2,336.0,282.2,0.8399,Urgent,0.7403,43.0,58.8,24.1,0.2783,0.4073,1,validation
Road,Europe,Europe,739.0,15.2,6.0,0.3947,High,0.7188,23.1,32.4,22.0,0.237,0.7252,1,validation
Ocean,Europe,Oceania,17983.3,634.9,398.2,0.6272,Standard,0.9696,56.4,33.0,31.6,0.5645,0.257,1,validation
Ocean,Southeast_Asia,Oceania,11291.2,438.9,410.5,0.9353,High,0.848,24.8,23.7,21.1,0.3158,0.4187,1,validation
Ocean,Southeast_Asia,Europe,12460.0,452.8,409.2,0.9037,High,0.7723,23.3,36.3,21.2,0.5799,0.5958,1,validation
Road,East_Asia,East_Asia,1613.0,37.6,12.3,0.3271,Standard,0.8931,10.4,46.5,31.9,0.0252,0.1843,0,validation
Air,Latin_America,East_Asia,6607.3,27.5,3.0,0.1091,Standard,0.99,11.3,19.4,37.1,0.235,0.621,1,validation
Air,Southeast_Asia,East_Asia,8123.0,24.3,19.2,0.7901,Standard,0.99,38.0,30.2,27.1,0.423,0.2874,1,validation
Ocean,Europe,Latin_America,16314.5,555.4,47.1,0.0848,High,0.912,17.6,29.0,14.7,0.4436,0.9049,1,validation
Ocean,East_Asia,North_America,11894.4,461.1,372.1,0.807,Standard,0.7925,19.9,96.3,29.0,0.271,0.7256,1,validation
Road,East_Asia,East_Asia,1671.5,36.2,15.0,0.4144,Urgent,0.9249,15.2,8.3,33.2,0.0764,0.9622,1,validation
Air,Middle_East,Europe,1998.6,37.7,28.0,0.7427,Standard,0.8996,83.4,44.6,13.0,0.5225,0.7206,1,validation
Air,East_Asia,Europe,1597.2,37.7,5.3,0.1406,High,0.8608,79.5,33.4,37.9,0.3866,0.4722,1,validation
Air,South_Asia,East_Asia,6846.0,36.2,10.1,0.279,Standard,0.8831,39.9,46.7,28.4,0.4558,0.2689,1,validation
Ocean,Southeast_Asia,Latin_America,10390.3,402.5,68.1,0.1692,High,0.7364,68.0,11.9,17.0,0.5965,0.1215,1,validation
Ocean,East_Asia,North_America,14189.2,520.6,29.8,0.0572,Standard,0.7472,13.9,38.1,33.2,0.1956,0.4934,1,validation
Rail,Europe,East_Asia,2840.5,70.2,5.8,0.0826,Urgent,0.763,49.9,39.1,8.5,0.3958,0.13,1,validation
Ocean,Southeast_Asia,Middle_East,3500.0,194.8,187.5,0.9625,Standard,0.7729,49.3,44.9,40.3,0.7944,0.4089,1,validation
Road,Europe,Latin_America,700.1,18.4,10.7,0.5815,Standard,0.7619,45.8,12.6,9.8,0.8771,0.2472,1,validation
Air,North_America,Europe,7319.6,41.1,10.6,0.2579,Standard,0.99,43.7,53.2,40.0,0.6851,0.1246,1,validation
Air,East_Asia,Europe,4499.0,29.6,3.6,0.1216,Standard,0.9001,21.8,42.7,9.5,0.5735,0.6268,1,validation
Road,East_Asia,East_Asia,1026.3,18.7,13.5,0.7219,Standard,0.8885,36.2,51.0,17.2,0.038,0.0787,1,validation
Ocean,East_Asia,Middle_East,15382.7,570.6,478.7,0.8389,Urgent,0.9523,17.1,15.9,23.0,0.3287,0.6354,1,validation
Ocean,Southeast_Asia,Oceania,10734.3,392.8,192.5,0.4901,High,0.5888,9.9,12.7,39.4,0.05,0.6858,1,validation
Rail,North_America,North_America,3012.9,105.7,96.8,0.9158,Standard,0.839,14.7,41.1,9.2,0.0213,0.4473,0,validation
Road,Europe,Europe,197.7,11.7,4.9,0.4188,Standard,0.9734,54.3,33.5,32.6,0.1365,0.6859,1,validation
Rail,Europe,Europe,3485.3,111.1,39.9,0.3591,Standard,0.8609,17.1,34.5,37.1,0.0364,0.6791,1,validation
Ocean,Southeast_Asia,Middle_East,14709.9,518.9,234.7,0.4523,Standard,0.7949,10.8,6.3,18.1,0.2963,0.954,1,validation
Air,South_Asia,Latin_America,8066.0,40.1,6.2,0.1546,High,0.7347,15.7,33.0,33.0,0.479,0.2826,1,validation
Road,Latin_America,Latin_America,782.0,21.3,1.4,0.0657,Standard,0.9386,10.3,47.3,41.0,0.1702,0.5271,1,validation
Ocean,Southeast_Asia,Latin_America,12101.3,418.3,321.6,0.7688,Standard,0.7156,39.4,28.1,28.2,0.1509,0.5267,1,validation
Air,Southeast_Asia,Europe,4752.2,32.6,25.9,0.7945,Urgent,0.8502,51.3,23.3,4.7,0.4971,0.4366,1,validation
Rail,Europe,North_America,3724.7,106.9,70.3,0.6576,Standard,0.8439,28.7,13.1,33.8,0.5082,0.2019,1,validation
Air,East_Asia,Latin_America,10965.6,45.1,21.9,0.4856,High,0.99,32.9,35.9,39.6,0.2698,0.8327,1,validation
Ocean,South_Asia,Middle_East,11913.2,421.7,149.7,0.355,Standard,0.9065,53.6,42.6,26.8,0.6195,0.4277,1,validation
Rail,East_Asia,East_Asia,1755.9,74.7,24.8,0.332,Standard,0.8925,51.2,33.0,23.7,0.1491,0.5658,1,validation
Ocean,Southeast_Asia,North_America,8247.4,351.0,147.0,0.4188,High,0.99,7.6,27.6,24.0,0.3794,0.6253,1,validation
Air,Southeast_Asia,Oceania,4310.4,31.7,7.9,0.2492,Standard,0.99,74.5,18.0,57.5,0.3228,0.9479,1,validation
Road,Latin_America,Latin_America,1338.6,27.9,22.1,0.7921,High,0.99,26.6,64.1,14.2,0.1179,0.8827,1,validation
Ocean,Southeast_Asia,North_America,8732.1,336.8,36.3,0.1078,High,0.9048,29.4,88.0,26.3,0.3662,0.8792,1,validation
Ocean,Europe,Europe,7108.8,311.8,195.7,0.6276,Standard,0.7021,76.8,31.9,57.0,0.1449,0.7448,1,validation
Road,East_Asia,East_Asia,974.2,27.4,18.1,0.6606,High,0.8439,48.9,91.7,17.9,0.0652,0.1021,1,validation
Road,Europe,Europe,942.5,21.5,12.6,0.586,High,0.9126,6.9,34.8,21.7,0.1822,0.3248,0,validation
Road,Europe,North_America,1471.9,36.7,16.8,0.4578,Standard,0.9086,42.3,28.6,18.7,0.2302,0.8679,1,validation
Road,East_Asia,East_Asia,598.4,18.1,10.8,0.5967,High,0.699,22.8,20.3,7.9,0.1186,0.2062,0,validation
Rail,South_Asia,South_Asia,4275.2,98.9,9.3,0.094,Standard,0.7334,30.1,65.1,26.8,0.0985,0.0854,1,validation
Ocean,Europe,Oceania,11268.2,397.2,232.3,0.5848,Standard,0.6912,44.0,19.4,36.4,0.7575,0.7477,1,validation
Road,East_Asia,East_Asia,1696.0,34.6,13.0,0.3757,Standard,0.99,45.8,19.5,17.3,0.02,0.6675,1,validation
Ocean,Europe,Europe,15641.3,528.0,183.2,0.347,Standard,0.8626,13.7,39.6,23.3,0.1198,0.7412,1,validation
Ocean,Southeast_Asia,Middle_East,16468.2,553.3,414.5,0.7491,Urgent,0.99,21.3,78.4,12.6,0.356,0.0731,1,validation
Road,Europe,Latin_America,1079.4,21.1,5.4,0.2559,Standard,0.828,28.6,51.5,17.0,0.4316,0.7816,1,validation
Rail,East_Asia,East_Asia,3385.4,93.4,75.3,0.8062,High,0.9836,9.6,40.9,18.9,0.1343,0.7047,1,validation
Ocean,Europe,North_America,11028.4,417.6,181.9,0.4356,Standard,0.7685,27.3,20.0,41.0,0.5585,0.5615,1,validation
Ocean,Southeast_Asia,Latin_America,5419.0,229.2,209.7,0.9149,Standard,0.7189,41.1,30.6,34.4,0.4243,0.2515,1,validation
Ocean,East_Asia,Latin_America,11143.6,385.7,329.2,0.8535,Standard,0.7472,51.0,68.7,21.0,0.2464,0.5208,1,validation
Road,Latin_America,North_America,240.0,11.6,2.7,0.2328,Standard,0.9064,24.7,31.3,19.5,0.6702,0.2487,1,validation
Air,East_Asia,Latin_America,10126.5,46.6,13.8,0.2961,High,0.6672,41.0,17.8,35.0,0.2727,0.8674,1,validation
Road,East_Asia,East_Asia,818.0,19.4,7.0,0.3608,Urgent,0.99,43.7,33.4,48.8,0.2372,0.8204,1,validation
Road,North_America,North_America,1379.0,31.5,15.3,0.4857,Standard,0.9577,43.5,36.3,21.8,0.2179,0.9516,1,validation
Road,East_Asia,East_Asia,1566.0,29.4,5.7,0.1939,Standard,0.9282,28.8,43.0,29.5,0.1627,0.0842,0,validation
Road,North_America,North_America,1044.6,29.5,17.0,0.5763,Standard,0.7973,59.8,7.1,4.1,0.072,0.5023,1,validation
Road,Europe,Europe,759.2,16.0,5.6,0.35,High,0.924,73.3,63.0,9.0,0.1682,0.4561,1,validation
Air,North_America,East_Asia,5415.7,34.7,21.6,0.6225,Standard,0.8955,13.6,71.4,7.2,0.05,0.7146,1,validation
Air,Southeast_Asia,Middle_East,5445.5,34.1,3.5,0.1026,Standard,0.9138,49.2,35.3,17.3,0.3109,0.1113,1,validation
Ocean,Europe,Oceania,14260.1,494.8,36.4,0.0736,Standard,0.7903,19.8,39.0,26.3,0.5283,0.18,1,validation
Ocean,South_Asia,Middle_East,8204.3,303.4,129.0,0.4252,Urgent,0.9004,69.7,20.4,13.8,0.6563,0.6764,1,validation
Ocean,Europe,Middle_East,11894.3,466.6,394.5,0.8455,Standard,0.879,6.5,36.1,27.6,0.4432,0.8193,1,validation
Ocean,Southeast_Asia,North_America,16083.1,561.8,254.8,0.4535,Standard,0.8688,45.8,40.0,26.5,0.495,0.3248,1,validation
Air,North_America,Latin_America,6568.5,37.7,6.2,0.1645,High,0.8191,27.1,55.3,5.4,0.478,0.351,1,validation
Air,Southeast_Asia,Europe,6804.3,29.4,25.4,0.8639,Standard,0.9188,21.4,20.3,33.5,0.3261,0.4281,1,validation
Ocean,Southeast_Asia,Latin_America,6536.2,258.7,185.2,0.7159,Standard,0.7762,24.9,49.7,34.2,0.4141,0.8414,1,validation
Ocean,South_Asia,Middle_East,14282.5,509.3,273.4,0.5368,Standard,0.6243,38.0,21.0,29.4,0.5162,0.7797,1,validation
Rail,East_Asia,North_America,1749.0,77.9,40.6,0.5212,Standard,0.7035,48.3,16.5,6.4,0.3047,0.918,1,validation
Air,Southeast_Asia,North_America,3315.5,38.9,24.7,0.635,High,0.7947,6.0,7.8,12.6,0.3848,0.1293,0,validation
Road,East_Asia,East_Asia,1295.8,33.4,12.2,0.3653,High,0.934,76.2,15.5,43.2,0.1647,0.7332,1,validation
Ocean,East_Asia,Middle_East,9598.3,343.3,280.5,0.8171,Standard,0.6924,24.5,31.6,37.9,0.5486,0.8723,1,validation
Air,East_Asia,Europe,6987.5,42.8,26.0,0.6075,High,0.7086,58.5,14.7,19.1,0.1109,0.9448,1,validation
Ocean,East_Asia,Latin_America,13102.2,487.0,58.3,0.1197,Standard,0.8831,59.1,64.8,43.9,0.39,0.531,1,validation
Road,East_Asia,East_Asia,932.6,20.9,10.0,0.4785,Standard,0.6884,50.3,18.5,16.3,0.1298,0.4265,1,validation
Road,East_Asia,East_Asia,727.9,21.1,11.0,0.5213,Standard,0.8448,61.8,14.3,24.0,0.0736,0.8439,1,validation
Ocean,East_Asia,North_America,7053.1,290.5,88.0,0.3029,Standard,0.961,20.8,23.2,38.8,0.3526,0.6877,1,validation
Ocean,South_Asia,Middle_East,10802.1,382.4,271.6,0.7103,Standard,0.7927,41.6,19.7,22.0,0.5132,0.2527,1,validation
Air,Middle_East,Latin_America,8166.3,32.7,3.4,0.104,Standard,0.8199,23.9,69.3,24.5,0.206,0.1335,1,validation
Rail,North_America,North_America,4108.8,107.8,70.4,0.6531,Urgent,0.99,64.7,3.4,29.9,0.0979,0.7565,1,validation
Air,East_Asia,Latin_America,6852.5,29.6,17.0,0.5743,High,0.99,33.2,77.3,18.3,0.2372,0.9339,1,validation
Air,Middle_East,Latin_America,6251.5,40.6,18.2,0.4483,Urgent,0.8928,31.0,15.9,18.2,0.156,0.3798,1,validation
Road,North_America,North_America,1961.9,34.9,21.7,0.6218,Urgent,0.6446,41.8,76.0,23.5,0.0472,0.603,1,validation
Air,South_Asia,Oceania,8735.0,45.8,17.5,0.3821,Standard,0.8621,44.3,54.7,27.2,0.3451,0.7075,1,validation
Air,Europe,Oceania,8064.4,36.6,7.7,0.2104,High,0.7754,27.9,62.9,13.3,0.4867,0.0772,1,validation
Rail,East_Asia,North_America,2102.6,70.2,66.1,0.9416,Standard,0.6182,22.8,31.0,18.4,0.2562,0.6195,1,validation
Air,South_Asia,Middle_East,6427.6,32.2,3.6,0.1118,Standard,0.7257,19.9,21.6,44.3,0.2768,0.1298,1,validation
Ocean,South_Asia,Europe,9334.4,370.6,326.2,0.8802,Standard,0.8774,32.4,46.1,38.5,0.6401,0.4629,1,validation
Ocean,East_Asia,Middle_East,13220.2,491.3,384.2,0.782,High,0.5968,43.9,21.8,23.9,0.4371,0.6887,1,validation
Air,Latin_America,Europe,3847.2,20.0,13.8,0.69,Urgent,0.8036,15.4,12.8,23.7,0.3864,0.8738,1,validation
Rail,Europe,East_Asia,2426.5,90.2,30.4,0.337,Urgent,0.8573,38.4,28.1,51.1,0.2051,0.4144,1,validation
Road,North_America,North_America,1710.3,40.3,22.9,0.5682,Standard,0.9162,16.2,30.1,5.5,0.1442,0.1885,0,validation
Road,North_America,North_America,1542.6,32.8,20.4,0.622,Standard,0.6632,13.9,51.2,18.4,0.1152,0.8875,1,validation
Rail,East_Asia,Europe,5336.8,131.9,88.6,0.6717,Standard,0.938,7.4,22.9,51.5,0.3204,0.5144,1,validation
Ocean,Europe,Middle_East,14997.6,520.1,216.1,0.4155,Standard,0.9142,47.4,77.3,16.8,0.6279,0.1261,1,validation
Rail,East_Asia,East_Asia,1617.0,78.0,35.6,0.4564,Standard,0.99,26.7,39.3,18.0,0.1073,0.1779,0,validation
Ocean,Europe,Oceania,11055.3,390.6,269.6,0.6902,Standard,0.9574,31.3,35.0,63.4,0.6592,0.2528,1,validation
Road,Europe,Europe,150.0,7.4,6.6,0.8919,Standard,0.8468,65.7,47.6,38.5,0.082,0.8932,1,validation
Ocean,Southeast_Asia,Latin_America,9726.8,361.4,110.4,0.3055,High,0.9645,24.6,53.8,20.1,0.3171,0.1976,1,validation
Ocean,South_Asia,North_America,13306.9,468.9,118.9,0.2536,Standard,0.8376,18.0,21.8,12.7,0.6933,0.1776,1,validation
Air,Latin_America,Oceania,4898.6,20.1,12.0,0.597,Standard,0.6394,27.2,47.3,11.2,0.1522,0.1236,1,validation
Ocean,East_Asia,North_America,10419.4,418.7,49.8,0.1189,Standard,0.951,28.7,39.2,8.8,0.2638,0.0788,1,validation
Road,East_Asia,East_Asia,1885.2,39.3,37.0,0.9415,Standard,0.7458,85.0,24.6,5.8,0.1476,0.571,1,validation
Air,North_America,East_Asia,7706.4,30.8,9.0,0.2922,Standard,0.9023,15.2,70.7,23.0,0.5247,0.3471,1,validation
Ocean,Europe,Europe,10813.2,401.6,192.6,0.4796,Standard,0.7614,8.8,75.0,11.7,0.0455,0.9057,1,validation
Ocean,East_Asia,North_America,14217.9,526.1,122.6,0.233,Standard,0.8741,14.0,17.9,17.4,0.3488,0.7322,1,validation
Ocean,Southeast_Asia,Latin_America,12333.7,447.5,430.2,0.9613,Standard,0.8842,23.3,81.2,19.6,0.6485,0.8229,1,validation
Road,North_America,North_America,633.1,24.0,5.9,0.2458,Standard,0.99,25.7,47.9,13.4,0.1046,0.7379,1,validation
Ocean,South_Asia,Latin_America,12602.5,447.3,133.3,0.298,High,0.9238,12.9,26.3,14.4,0.364,0.1014,1,validation
Ocean,South_Asia,Oceania,5411.3,218.6,195.4,0.8939,Standard,0.9208,30.4,46.1,28.7,0.637,0.4381,1,validation
Air,South_Asia,East_Asia,7458.9,42.8,16.5,0.3855,Standard,0.868,23.4,40.5,29.3,0.3035,0.4494,1,validation
Road,Latin_America,Latin_America,454.0,15.4,3.4,0.2208,High,0.6231,1.6,38.4,27.2,0.0694,0.402,0,validation
Ocean,Southeast_Asia,Latin_America,12371.5,431.3,237.6,0.5509,Urgent,0.8325,36.4,13.1,40.7,0.3994,0.4661,1,validation
Ocean,Europe,North_America,10049.1,397.2,23.8,0.0599,Urgent,0.798,23.1,70.7,42.0,0.1626,0.7986,1,validation
Air,Southeast_Asia,Middle_East,5565.0,25.9,7.5,0.2896,High,0.99,41.3,18.5,28.4,0.3876,0.9614,1,validation
Road,Latin_America,Latin_America,1693.2,33.6,9.1,0.2708,High,0.8163,44.3,50.2,30.4,0.1255,0.5882,1,validation
Ocean,East_Asia,Latin_America,14400.0,541.5,408.4,0.7542,High,0.8,39.0,31.2,8.6,0.6589,0.4895,1,validation
Road,East_Asia,Latin_America,1224.8,22.2,7.4,0.3333,Urgent,0.7841,16.6,31.1,20.7,0.2017,0.6886,1,validation
Ocean,South_Asia,Europe,3500.0,164.8,144.3,0.8756,Standard,0.9674,57.0,58.4,10.9,0.4779,0.172,1,validation
Air,North_America,Europe,8596.1,38.1,2.6,0.0682,Standard,0.8091,30.4,25.2,7.3,0.1847,0.6958,1,validation
Air,North_America,Oceania,9086.7,33.9,24.6,0.7257,Standard,0.8956,31.8,76.5,14.4,0.6196,0.4312,1,validation
